rank,client_hash_id,content_hash_id,predicted_decline_prob,baseline_score,content_archetype,recommended_action,priority_tier,effort_hours_assumption,safety_guardrail,gsc_impressions_apr,gsc_clicks_apr,gsc_avg_position_apr,ga4_pageviews_apr,reason_codes
15587,client_fef1a8f436438636,content_7c7f57bc6ef8fce1,0.3647175751637936,2.2666666666666666,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,14372.0,19.0,11.036795388023044,49.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15588,client_fef1a8f436438636,content_b714b37bdbfaad6a,0.36464119129374145,2.1666666666666665,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,8601.0,34.0,8.276892078757085,87.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15589,client_23a62021009f63c4,content_78775025b0f2ff47,0.36457872615974407,2.5,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,8609.0,90.0,10.207208481610644,238.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15590,client_23a62021009f63c4,content_f27d2a25c9169620,0.3645694020124378,2.2,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4319.0,44.0,9.182666131571827,101.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15591,client_fef1a8f436438636,content_0893c3058b6e46be,0.364545935078992,1.6333333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2125.0,22.0,5.532117044180764,57.0,LOW_CTR_HIGH_SEARCH_IMPR
15592,client_23a62021009f63c4,content_0ba8d872563b96c5,0.364540090197186,1.6666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2035.0,12.0,8.347342284810361,74.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15593,client_23a62021009f63c4,content_5c6694a68df02973,0.36445767224433095,1.7666666666666666,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6976.0,45.0,6.1770339866887145,96.0,LOW_CTR_HIGH_SEARCH_IMPR
15594,client_23a62021009f63c4,content_29c204bc77877265,0.3644449976859569,1.9,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,941.0,19.0,10.64654294337203,75.0,STRIKING_DISTANCE_POS_8_20
15595,client_e547b89c05043229,content_6c3344173f1c6151,0.3644368033832703,1.6666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,9003.0,42.0,5.704666845137728,44.0,LOW_CTR_HIGH_SEARCH_IMPR
15596,client_73cda7b4e4f265ea,content_49b37cc3b5f315d8,0.36439287876980136,1.8333333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4796.0,17.0,5.141313108230689,76.0,LOW_CTR_HIGH_SEARCH_IMPR
15597,client_fef1a8f436438636,content_17071a0020b72aaf,0.36434871318411294,2.033333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,10344.0,43.0,6.885934696795249,90.0,LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15598,client_23a62021009f63c4,content_63686a2d15c8aa7b,0.36427440227935387,2.1333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3241.0,14.0,12.43558431727692,57.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15599,client_e547b89c05043229,content_153aecfb075bdda7,0.36413081437802025,1.6666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,17145.0,16.0,6.100009293580736,43.0,LOW_CTR_HIGH_SEARCH_IMPR
15600,client_2094c6eb080311d5,content_84dbfc5b6e61cbce,0.3640915191938155,1.4666666666666666,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4807.0,11.0,8.130732973484848,32.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15601,client_23a62021009f63c4,content_b758e5f985ac736c,0.36404446591967987,2.1666666666666665,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2595.0,10.0,12.404391134567474,40.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15602,client_e547b89c05043229,content_2ff18fa62f22bb32,0.3639927266191417,1.3,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2573.0,19.0,5.108315859496662,11.0,LOW_CTR_HIGH_SEARCH_IMPR
15603,client_23a62021009f63c4,content_b5c8de1e536a71cc,0.36396535551660514,2.3,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2090.0,11.0,18.762025063468474,36.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15604,client_e547b89c05043229,content_597419eaad92ff64,0.36388962878774855,1.2666666666666666,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5241.0,15.0,3.9256763645841652,16.0,LOW_CTR_HIGH_SEARCH_IMPR
15605,client_23a62021009f63c4,content_331c22ad79508edf,0.3638282585342382,2.6,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,16697.0,155.0,12.433625949783506,557.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15606,client_23a62021009f63c4,content_152a1aa206af56e5,0.36373807177062184,1.9,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,948.0,12.0,11.76874533745441,39.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15607,client_23a62021009f63c4,content_097f18aaf044b141,0.363694932366255,1.8333333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,9753.0,24.0,7.817699709648915,65.0,LOW_CTR_HIGH_SEARCH_IMPR
15608,client_fef1a8f436438636,content_8e6a4230995b654d,0.36364907774819666,1.5,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1421.0,13.0,4.254312451963401,37.0,LOW_CTR_HIGH_SEARCH_IMPR
15609,client_73cda7b4e4f265ea,content_76ea07c8b5eab7ac,0.36357693350455267,1.7,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2208.0,12.0,4.6424015611408915,57.0,LOW_CTR_HIGH_SEARCH_IMPR
15610,client_23a62021009f63c4,content_3ec9bf1b1e362e0a,0.36357479260632863,2.066666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4196.0,32.0,9.500144055380762,89.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15611,client_23a62021009f63c4,content_edb346dcae2c25a3,0.36356017548662445,1.9,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,9880.0,44.0,6.215945577102028,188.0,LOW_CTR_HIGH_SEARCH_IMPR
15612,client_23a62021009f63c4,content_cafaa88102a920d3,0.36351818224527077,2.5,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5392.0,10.0,19.628424293170305,81.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15613,client_23a62021009f63c4,content_047d40dd7ae64b23,0.3634642189713766,1.8333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4500.0,11.0,10.872349010931536,29.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15614,client_20259bd6705d81d4,content_e196cbb07cba7d3e,0.3634548427861151,2.0,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,63911.0,450.0,5.52942609395708,533.0,LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15615,client_fef1a8f436438636,content_4d967b02a72b4b37,0.36332211042716905,1.4,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1125.0,10.0,5.594791550235802,24.0,LOW_CTR_HIGH_SEARCH_IMPR
15616,client_23a62021009f63c4,content_998f4340256ed730,0.363310563388732,2.6333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,8515.0,36.0,18.175891593975276,91.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15617,client_23a62021009f63c4,content_c6719bf138aff5c1,0.3633032806397992,1.3666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,708.0,11.0,5.912967896186539,68.0,ROUTINE_MONITORING
15618,client_fef1a8f436438636,content_e55e1d98421b9922,0.3632315376823933,1.8,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,12329.0,39.0,5.590229933636957,76.0,LOW_CTR_HIGH_SEARCH_IMPR
15619,client_23a62021009f63c4,content_bab2ee8132bbe04c,0.3632126013578871,2.466666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,10380.0,87.0,10.566187046392766,234.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15620,client_23a62021009f63c4,content_2e544044d6963a05,0.3631608033598259,1.9,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4465.0,65.0,7.240380172108565,161.0,LOW_CTR_HIGH_SEARCH_IMPR
15621,client_e547b89c05043229,content_d66132405e3c71b4,0.3631162485959036,1.3333333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,8613.0,12.0,5.125345883781441,15.0,LOW_CTR_HIGH_SEARCH_IMPR
15622,client_23a62021009f63c4,content_8e11ff30814fa7ae,0.362976819957363,2.533333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5193.0,29.0,12.20372824439745,87.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15623,client_23a62021009f63c4,content_d4d7eecd9783b6e6,0.36284838964057226,1.9,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6697.0,100.0,6.477754646615201,241.0,LOW_CTR_HIGH_SEARCH_IMPR
15624,client_fef1a8f436438636,content_da2da694f3405d2c,0.36284691917826856,1.7333333333333334,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5527.0,20.0,7.507980636843028,43.0,LOW_CTR_HIGH_SEARCH_IMPR
15625,client_fef1a8f436438636,content_33d77773d0446aa1,0.3628199857539949,1.6333333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5558.0,29.0,5.887932696081424,58.0,LOW_CTR_HIGH_SEARCH_IMPR
15626,client_ff644d8251367cbb,content_367cf9cf9889c104,0.3626999345736172,1.3333333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4394.0,15.0,3.7459971267266874,12.0,LOW_CTR_HIGH_SEARCH_IMPR
15627,client_e547b89c05043229,content_ec2e0346994fb5a5,0.36269238350710964,2.0,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,118261.0,568.0,3.6056272670618896,314.0,LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15628,client_23a62021009f63c4,content_81fc1f98547b40e1,0.36265865696708116,1.9333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1535.0,15.0,8.339181388283114,60.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15629,client_23a62021009f63c4,content_87627ed6eb3947aa,0.36264646636659087,2.2333333333333334,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1770.0,20.0,12.890558293318998,56.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15630,client_23a62021009f63c4,content_5d3b0c23dfd3c750,0.36263400888276737,2.3666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6701.0,10.0,18.906977236950535,45.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15631,client_23a62021009f63c4,content_df737753929a1825,0.36262391700890073,2.4,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3566.0,20.0,13.935436439625702,42.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15632,client_e5c2aa26a8598242,content_f6428fe183a7ef6f,0.36254398496087176,2.066666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,54281.0,275.0,6.152766046525045,540.0,LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15633,client_73cda7b4e4f265ea,content_3eaa2bad21643def,0.3625156979301749,1.7,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,15322.0,11.0,5.038370624784395,47.0,LOW_CTR_HIGH_SEARCH_IMPR
15634,client_e547b89c05043229,content_3f85815c6af7b312,0.3625084120772032,1.8333333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,10752.0,60.0,4.942531465080537,77.0,LOW_CTR_HIGH_SEARCH_IMPR
15635,client_23a62021009f63c4,content_d91b4800c270afde,0.362494237550376,2.2,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3065.0,37.0,9.134321995946614,113.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15636,client_23a62021009f63c4,content_ef7ec3d950f245a6,0.3624487941052728,1.8,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,7955.0,74.0,6.440112426358676,153.0,LOW_CTR_HIGH_SEARCH_IMPR
15637,client_fef1a8f436438636,content_b77163882ddfbec4,0.3624053493664936,2.5,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,9771.0,17.0,14.007243470417174,53.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15638,client_23a62021009f63c4,content_c4e079a2033f6cba,0.3623807759020135,2.3333333333333335,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2964.0,48.0,11.02242973961789,211.0,STRIKING_DISTANCE_POS_8_20 | HIGH_W04_BASELINE_SIGNAL
15639,client_23a62021009f63c4,content_dfc6c2f4b8116358,0.3623422555374215,2.4,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,9199.0,23.0,13.223950455774302,94.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15640,client_23a62021009f63c4,content_99c1a74227d7a912,0.36233136722190984,2.6,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,11624.0,22.0,21.222638905398732,76.0,LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15641,client_23a62021009f63c4,content_36cb55893b73e21c,0.36232427291146363,2.7333333333333334,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,14890.0,135.0,12.083910844570479,408.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15642,client_e547b89c05043229,content_106ca41c3160e5d4,0.3623158072986551,1.6333333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4699.0,28.0,4.524185068499367,30.0,LOW_CTR_HIGH_SEARCH_IMPR
15643,client_e547b89c05043229,content_edc339ddb5a710ab,0.36230221009819996,1.3666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2152.0,10.0,5.861102966385199,15.0,LOW_CTR_HIGH_SEARCH_IMPR
15644,client_23a62021009f63c4,content_f6041fa555e083f7,0.36227190190453834,1.7,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6076.0,16.0,7.877241382638139,59.0,LOW_CTR_HIGH_SEARCH_IMPR
15645,client_e547b89c05043229,content_1a567fe1856784be,0.36225648051503107,1.7,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,10016.0,55.0,4.215668280152011,64.0,LOW_CTR_HIGH_SEARCH_IMPR
15646,client_fef1a8f436438636,content_debdc59edad2353b,0.36225004166537567,2.466666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,11544.0,97.0,9.685145495547186,205.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15647,client_23a62021009f63c4,content_fa45ba1964e1365d,0.3621837471811862,2.3666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1053.0,14.0,14.395919246517686,57.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15648,client_e547b89c05043229,content_8640bd84521da19e,0.362176564268578,2.0,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,29520.0,279.0,3.309674044304154,296.0,LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15649,client_23a62021009f63c4,content_d3e21ba8e617a012,0.36209357727276514,2.3666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3697.0,85.0,9.19362698285847,252.0,STRIKING_DISTANCE_POS_8_20 | HIGH_W04_BASELINE_SIGNAL
15650,client_23a62021009f63c4,content_b43d00187a13dead,0.36207864663095535,2.9,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6700.0,38.0,15.730002924024099,149.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
